"gutenberg_id" "text"
"1678" 105 "exquisite grace, that they could assure them all, their heads were both"
"1679" 105 "turned by him; and off they ran, quite as full of glee as of love, and"
"1680" 105 "apparently more full of Captain Wentworth than of little Charles."
"1681" 105 ""
"1682" 105 "The same story and the same raptures were repeated, when the two girls"
"1683" 105 "came with their father, through the gloom of the evening, to make"
"1684" 105 "enquiries; and Mr Musgrove, no longer under the first uneasiness about"
"1685" 105 "his heir, could add his confirmation and praise, and hope there would"
"1686" 105 "be now no occasion for putting Captain Wentworth off, and only be sorry"
"1687" 105 "to think that the cottage party, probably, would not like to leave the"
"1688" 105 "little boy, to give him the meeting.  \"Oh no; as to leaving the little"
"1689" 105 "boy,\" both father and mother were in much too strong and recent alarm"
"1690" 105 "to bear the thought; and Anne, in the joy of the escape, could not help"
"1691" 105 "adding her warm protestations to theirs."
"1692" 105 ""
"1693" 105 "Charles Musgrove, indeed, afterwards, shewed more of inclination; \"the"
"1694" 105 "child was going on so well, and he wished so much to be introduced to"
"1695" 105 "Captain Wentworth, that, perhaps, he might join them in the evening; he"
"1696" 105 "would not dine from home, but he might walk in for half an hour.\" But"
"1697" 105 "in this he was eagerly opposed by his wife, with \"Oh! no, indeed,"
"1698" 105 "Charles, I cannot bear to have you go away.  Only think if anything"
"1699" 105 "should happen?\""
"1700" 105 ""
"1701" 105 "The child had a good night, and was going on well the next day.  It"
"1702" 105 "must be a work of time to ascertain that no injury had been done to the"
"1703" 105 "spine; but Mr Robinson found nothing to increase alarm, and Charles"
"1704" 105 "Musgrove began, consequently, to feel no necessity for longer"
"1705" 105 "confinement.  The child was to be kept in bed and amused as quietly as"
"1706" 105 "possible; but what was there for a father to do?  This was quite a"
"1707" 105 "female case, and it would be highly absurd in him, who could be of no"
"1708" 105 "use at home, to shut himself up.  His father very much wished him to"
"1709" 105 "meet Captain Wentworth, and there being no sufficient reason against"
"1710" 105 "it, he ought to go; and it ended in his making a bold, public"
"1711" 105 "declaration, when he came in from shooting, of his meaning to dress"
"1712" 105 "directly, and dine at the other house."
"1713" 105 ""
"1714" 105 "\"Nothing can be going on better than the child,\" said he; \"so I told my"
"1715" 105 "father, just now, that I would come, and he thought me quite right."
"1716" 105 "Your sister being with you, my love, I have no scruple at all.  You"
"1717" 105 "would not like to leave him yourself, but you see I can be of no use."
"1718" 105 "Anne will send for me if anything is the matter.\""
"1719" 105 ""
"1720" 105 "Husbands and wives generally understand when opposition will be vain."
"1721" 105 "Mary knew, from Charles's manner of speaking, that he was quite"
"1722" 105 "determined on going, and that it would be of no use to teaze him.  She"
"1723" 105 "said nothing, therefore, till he was out of the room, but as soon as"
"1724" 105 "there was only Anne to hear--"
"1725" 105 ""
"1726" 105 "\"So you and I are to be left to shift by ourselves, with this poor sick"
"1727" 105 "child; and not a creature coming near us all the evening!  I knew how"
"1728" 105 "it would be.  This is always my luck.  If there is anything"
"1729" 105 "disagreeable going on men are always sure to get out of it, and Charles"
"1730" 105 "is as bad as any of them.  Very unfeeling!  I must say it is very"
"1731" 105 "unfeeling of him to be running away from his poor little boy.  Talks of"
"1732" 105 "his being going on so well!  How does he know that he is going on well,"
"1733" 105 "or that there may not be a sudden change half an hour hence?  I did not"
"1734" 105 "think Charles would have been so unfeeling.  So here he is to go away"
"1735" 105 "and enjoy himself, and because I am the poor mother, I am not to be"
"1736" 105 "allowed to stir; and yet, I am sure, I am more unfit than anybody else"
"1737" 105 "to be about the child.  My being the mother is the very reason why my"
"1738" 105 "feelings should not be tried.  I am not at all equal to it.  You saw"
"1739" 105 "how hysterical I was yesterday.\""
"1740" 105 ""
"1741" 105 "\"But that was only the effect of the suddenness of your alarm--of the"
"1742" 105 "shock.  You will not be hysterical again.  I dare say we shall have"
"1743" 105 "nothing to distress us.  I perfectly understand Mr Robinson's"
"1744" 105 "directions, and have no fears; and indeed, Mary, I cannot wonder at"
"1745" 105 "your husband.  Nursing does not belong to a man; it is not his"
"1746" 105 "province.  A sick child is always the mother's property:  her own"
"1747" 105 "feelings generally make it so.\""
"1748" 105 ""
"1749" 105 "\"I hope I am as fond of my child as any mother, but I do not know that"
"1750" 105 "I am of any more use in the sick-room than Charles, for I cannot be"
"1751" 105 "always scolding and teazing the poor child when it is ill; and you saw,"
"1752" 105 "this morning, that if I told him to keep quiet, he was sure to begin"
"1753" 105 "kicking about.  I have not nerves for the sort of thing.\""
"1754" 105 ""
"1755" 105 "\"But, could you be comfortable yourself, to be spending the whole"
"1756" 105 "evening away from the poor boy?\""
"1757" 105 ""
"1758" 105 "\"Yes; you see his papa can, and why should not I?  Jemima is so"
"1759" 105 "careful; and she could send us word every hour how he was.  I really"
"1760" 105 "think Charles might as well have told his father we would all come.  I"
"1761" 105 "am not more alarmed about little Charles now than he is.  I was"
"1762" 105 "dreadfully alarmed yesterday, but the case is very different to-day.\""
"1763" 105 ""
"1764" 105 "\"Well, if you do not think it too late to give notice for yourself,"
"1765" 105 "suppose you were to go, as well as your husband.  Leave little Charles"
"1766" 105 "to my care.  Mr and Mrs Musgrove cannot think it wrong while I remain"
"1767" 105 "with him.\""
"1768" 105 ""
"1769" 105 "\"Are you serious?\" cried Mary, her eyes brightening.  \"Dear me!  that's"
"1770" 105 "a very good thought, very good, indeed.  To be sure, I may just as well"
"1771" 105 "go as not, for I am of no use at home--am I?  and it only harasses me."
"1772" 105 "You, who have not a mother's feelings, are a great deal the properest"
"1773" 105 "person.  You can make little Charles do anything; he always minds you"
"1774" 105 "at a word.  It will be a great deal better than leaving him only with"
"1775" 105 "Jemima.  Oh! I shall certainly go; I am sure I ought if I can, quite as"
"1776" 105 "much as Charles, for they want me excessively to be acquainted with"
"1777" 105 "Captain Wentworth, and I know you do not mind being left alone.  An"
"1778" 105 "excellent thought of yours, indeed, Anne.  I will go and tell Charles,"
"1779" 105 "and get ready directly.  You can send for us, you know, at a moment's"
"1780" 105 "notice, if anything is the matter; but I dare say there will be nothing"
"1781" 105 "to alarm you.  I should not go, you may be sure, if I did not feel"
"1782" 105 "quite at ease about my dear child.\""
"1783" 105 ""
"1784" 105 "The next moment she was tapping at her husband's dressing-room door,"
"1785" 105 "and as Anne followed her up stairs, she was in time for the whole"
"1786" 105 "conversation, which began with Mary's saying, in a tone of great"
"1787" 105 "exultation--"
"1788" 105 ""
"1789" 105 "\"I mean to go with you, Charles, for I am of no more use at home than"
"1790" 105 "you are.  If I were to shut myself up for ever with the child, I should"
"1791" 105 "not be able to persuade him to do anything he did not like.  Anne will"
"1792" 105 "stay; Anne undertakes to stay at home and take care of him.  It is"
"1793" 105 "Anne's own proposal, and so I shall go with you, which will be a great"
"1794" 105 "deal better, for I have not dined at the other house since Tuesday.\""
"1795" 105 ""
"1796" 105 "\"This is very kind of Anne,\" was her husband's answer, \"and I should be"
"1797" 105 "very glad to have you go; but it seems rather hard that she should be"
"1798" 105 "left at home by herself, to nurse our sick child.\""
"1799" 105 ""
"1800" 105 "Anne was now at hand to take up her own cause, and the sincerity of her"
"1801" 105 "manner being soon sufficient to convince him, where conviction was at"
"1802" 105 "least very agreeable, he had no farther scruples as to her being left"
"1803" 105 "to dine alone, though he still wanted her to join them in the evening,"
"1804" 105 "when the child might be at rest for the night, and kindly urged her to"
"1805" 105 "let him come and fetch her, but she was quite unpersuadable; and this"
"1806" 105 "being the case, she had ere long the pleasure of seeing them set off"
"1807" 105 "together in high spirits.  They were gone, she hoped, to be happy,"
"1808" 105 "however oddly constructed such happiness might seem; as for herself,"
"1809" 105 "she was left with as many sensations of comfort, as were, perhaps, ever"
"1810" 105 "likely to be hers.  She knew herself to be of the first utility to the"
"1811" 105 "child; and what was it to her if Frederick Wentworth were only half a"
"1812" 105 "mile distant, making himself agreeable to others?"
"1813" 105 ""
"1814" 105 "She would have liked to know how he felt as to a meeting.  Perhaps"
"1815" 105 "indifferent, if indifference could exist under such circumstances.  He"
"1816" 105 "must be either indifferent or unwilling.  Had he wished ever to see her"
"1817" 105 "again, he need not have waited till this time; he would have done what"
"1818" 105 "she could not but believe that in his place she should have done long"
"1819" 105 "ago, when events had been early giving him the independence which alone"
"1820" 105 "had been wanting."
"1821" 105 ""
"1822" 105 "Her brother and sister came back delighted with their new acquaintance,"
"1823" 105 "and their visit in general.  There had been music, singing, talking,"
"1824" 105 "laughing, all that was most agreeable; charming manners in Captain"
"1825" 105 "Wentworth, no shyness or reserve; they seemed all to know each other"
"1826" 105 "perfectly, and he was coming the very next morning to shoot with"
"1827" 105 "Charles.  He was to come to breakfast, but not at the Cottage, though"
"1828" 105 "that had been proposed at first; but then he had been pressed to come"
"1829" 105 "to the Great House instead, and he seemed afraid of being in Mrs"
"1830" 105 "Charles Musgrove's way, on account of the child, and therefore,"
"1831" 105 "somehow, they hardly knew how, it ended in Charles's being to meet him"
"1832" 105 "to breakfast at his father's."
"1833" 105 ""
"1834" 105 "Anne understood it.  He wished to avoid seeing her.  He had inquired"
"1835" 105 "after her, she found, slightly, as might suit a former slight"
"1836" 105 "acquaintance, seeming to acknowledge such as she had acknowledged,"
"1837" 105 "actuated, perhaps, by the same view of escaping introduction when they"
"1838" 105 "were to meet."
"1839" 105 ""
"1840" 105 "The morning hours of the Cottage were always later than those of the"
"1841" 105 "other house, and on the morrow the difference was so great that Mary"
"1842" 105 "and Anne were not more than beginning breakfast when Charles came in to"
"1843" 105 "say that they were just setting off, that he was come for his dogs,"
"1844" 105 "that his sisters were following with Captain Wentworth; his sisters"
"1845" 105 "meaning to visit Mary and the child, and Captain Wentworth proposing"
"1846" 105 "also to wait on her for a few minutes if not inconvenient; and though"
"1847" 105 "Charles had answered for the child's being in no such state as could"
"1848" 105 "make it inconvenient, Captain Wentworth would not be satisfied without"
"1849" 105 "his running on to give notice."
"1850" 105 ""
"1851" 105 "Mary, very much gratified by this attention, was delighted to receive"
"1852" 105 "him, while a thousand feelings rushed on Anne, of which this was the"
"1853" 105 "most consoling, that it would soon be over.  And it was soon over.  In"
"1854" 105 "two minutes after Charles's preparation, the others appeared; they were"
"1855" 105 "in the drawing-room.  Her eye half met Captain Wentworth's, a bow, a"
"1856" 105 "curtsey passed; she heard his voice; he talked to Mary, said all that"
"1857" 105 "was right, said something to the Miss Musgroves, enough to mark an easy"
"1858" 105 "footing; the room seemed full, full of persons and voices, but a few"
"1859" 105 "minutes ended it.  Charles shewed himself at the window, all was ready,"
"1860" 105 "their visitor had bowed and was gone, the Miss Musgroves were gone too,"
"1861" 105 "suddenly resolving to walk to the end of the village with the"
"1862" 105 "sportsmen:  the room was cleared, and Anne might finish her breakfast"
"1863" 105 "as she could."
"1864" 105 ""
"1865" 105 "\"It is over! it is over!\" she repeated to herself again and again, in"
"1866" 105 "nervous gratitude.  \"The worst is over!\""
"1867" 105 ""
"1868" 105 "Mary talked, but she could not attend.  She had seen him.  They had"
"1869" 105 "met.  They had been once more in the same room."
"1870" 105 ""
"1871" 105 "Soon, however, she began to reason with herself, and try to be feeling"
"1872" 105 "less.  Eight years, almost eight years had passed, since all had been"
"1873" 105 "given up.  How absurd to be resuming the agitation which such an"
"1874" 105 "interval had banished into distance and indistinctness!  What might not"
"1875" 105 "eight years do?  Events of every description, changes, alienations,"
"1876" 105 "removals--all, all must be comprised in it, and oblivion of the past--"
"1877" 105 "how natural, how certain too!  It included nearly a third part of her"
"1878" 105 "own life."
"1879" 105 ""
"1880" 105 "Alas! with all her reasoning, she found, that to retentive feelings"
"1881" 105 "eight years may be little more than nothing."
"1882" 105 ""
"1883" 105 "Now, how were his sentiments to be read?  Was this like wishing to"
"1884" 105 "avoid her?  And the next moment she was hating herself for the folly"
"1885" 105 "which asked the question."
"1886" 105 ""
"1887" 105 "On one other question which perhaps her utmost wisdom might not have"
"1888" 105 "prevented, she was soon spared all suspense; for, after the Miss"
"1889" 105 "Musgroves had returned and finished their visit at the Cottage she had"
"1890" 105 "this spontaneous information from Mary:--"
"1891" 105 ""
"1892" 105 "\"Captain Wentworth is not very gallant by you, Anne, though he was so"
"1893" 105 "attentive to me.  Henrietta asked him what he thought of you, when they"
"1894" 105 "went away, and he said, 'You were so altered he should not have known"
"1895" 105 "you again.'\""
"1896" 105 ""
"1897" 105 "Mary had no feelings to make her respect her sister's in a common way,"
"1898" 105 "but she was perfectly unsuspicious of being inflicting any peculiar"
"1899" 105 "wound."
"1900" 105 ""
"1901" 105 "\"Altered beyond his knowledge.\"  Anne fully submitted, in silent, deep"
"1902" 105 "mortification.  Doubtless it was so, and she could take no revenge, for"
"1903" 105 "he was not altered, or not for the worse.  She had already acknowledged"
"1904" 105 "it to herself, and she could not think differently, let him think of"
"1905" 105 "her as he would.  No:  the years which had destroyed her youth and"
"1906" 105 "bloom had only given him a more glowing, manly, open look, in no"
"1907" 105 "respect lessening his personal advantages.  She had seen the same"
"1908" 105 "Frederick Wentworth."
"1909" 105 ""
"1910" 105 "\"So altered that he should not have known her again!\"  These were words"
"1911" 105 "which could not but dwell with her.  Yet she soon began to rejoice that"
"1912" 105 "she had heard them.  They were of sobering tendency; they allayed"
"1913" 105 "agitation; they composed, and consequently must make her happier."
"1914" 105 ""
"1915" 105 "Frederick Wentworth had used such words, or something like them, but"
"1916" 105 "without an idea that they would be carried round to her.  He had"
"1917" 105 "thought her wretchedly altered, and in the first moment of appeal, had"
"1918" 105 "spoken as he felt.  He had not forgiven Anne Elliot.  She had used him"
"1919" 105 "ill, deserted and disappointed him; and worse, she had shewn a"
"1920" 105 "feebleness of character in doing so, which his own decided, confident"
"1921" 105 "temper could not endure.  She had given him up to oblige others.  It"
"1922" 105 "had been the effect of over-persuasion.  It had been weakness and"
"1923" 105 "timidity."
"1924" 105 ""
"1925" 105 "He had been most warmly attached to her, and had never seen a woman"
"1926" 105 "since whom he thought her equal; but, except from some natural"
"1927" 105 "sensation of curiosity, he had no desire of meeting her again.  Her"
"1928" 105 "power with him was gone for ever."
"1929" 105 ""
"1930" 105 "It was now his object to marry.  He was rich, and being turned on"
"1931" 105 "shore, fully intended to settle as soon as he could be properly"
"1932" 105 "tempted; actually looking round, ready to fall in love with all the"
"1933" 105 "speed which a clear head and a quick taste could allow.  He had a heart"
"1934" 105 "for either of the Miss Musgroves, if they could catch it; a heart, in"
"1935" 105 "short, for any pleasing young woman who came in his way, excepting Anne"
"1936" 105 "Elliot.  This was his only secret exception, when he said to his"
"1937" 105 "sister, in answer to her suppositions:--"
"1938" 105 ""
"1939" 105 "\"Yes, here I am, Sophia, quite ready to make a foolish match.  Anybody"
"1940" 105 "between fifteen and thirty may have me for asking.  A little beauty,"
"1941" 105 "and a few smiles, and a few compliments to the navy, and I am a lost"
"1942" 105 "man.  Should not this be enough for a sailor, who has had no society"
"1943" 105 "among women to make him nice?\""
"1944" 105 ""
"1945" 105 "He said it, she knew, to be contradicted.  His bright proud eye spoke"
"1946" 105 "the conviction that he was nice; and Anne Elliot was not out of his"
"1947" 105 "thoughts, when he more seriously described the woman he should wish to"
"1948" 105 "meet with.  \"A strong mind, with sweetness of manner,\" made the first"
"1949" 105 "and the last of the description."
"1950" 105 ""
"1951" 105 "\"That is the woman I want,\" said he.  \"Something a little inferior I"
"1952" 105 "shall of course put up with, but it must not be much.  If I am a fool,"
"1953" 105 "I shall be a fool indeed, for I have thought on the subject more than"
"1954" 105 "most men.\""
"1955" 105 ""
"1956" 105 ""
"1957" 105 ""
"1958" 105 "<Chapter 8>"
"1959" 105 ""
"1960" 105 ""
"1961" 105 "From this time Captain Wentworth and Anne Elliot were repeatedly in the"
"1962" 105 "same circle.  They were soon dining in company together at Mr"
"1963" 105 "Musgrove's, for the little boy's state could no longer supply his aunt"
"1964" 105 "with a pretence for absenting herself; and this was but the beginning"
"1965" 105 "of other dinings and other meetings."
"1966" 105 ""
"1967" 105 "Whether former feelings were to be renewed must be brought to the"
"1968" 105 "proof; former times must undoubtedly be brought to the recollection of"
"1969" 105 "each; they could not but be reverted to; the year of their engagement"
"1970" 105 "could not but be named by him, in the little narratives or descriptions"
"1971" 105 "which conversation called forth.  His profession qualified him, his"
"1972" 105 "disposition lead him, to talk; and \"That was in the year six;\" \"That"
"1973" 105 "happened before I went to sea in the year six,\" occurred in the course"
"1974" 105 "of the first evening they spent together: and though his voice did not"
"1975" 105 "falter, and though she had no reason to suppose his eye wandering"
"1976" 105 "towards her while he spoke, Anne felt the utter impossibility, from her"
"1977" 105 "knowledge of his mind, that he could be unvisited by remembrance any"
"1978" 105 "more than herself.  There must be the same immediate association of"
"1979" 105 "thought, though she was very far from conceiving it to be of equal pain."
"1980" 105 ""
"1981" 105 "They had no conversation together, no intercourse but what the"
"1982" 105 "commonest civility required.  Once so much to each other!  Now nothing!"
"1983" 105 "There had been a time, when of all the large party now filling the"
"1984" 105 "drawing-room at Uppercross, they would have found it most difficult to"
"1985" 105 "cease to speak to one another.  With the exception, perhaps, of Admiral"
"1986" 105 "and Mrs Croft, who seemed particularly attached and happy, (Anne could"
"1987" 105 "allow no other exceptions even among the married couples), there could"
"1988" 105 "have been no two hearts so open, no tastes so similar, no feelings so"
"1989" 105 "in unison, no countenances so beloved.  Now they were as strangers;"
"1990" 105 "nay, worse than strangers, for they could never become acquainted.  It"
"1991" 105 "was a perpetual estrangement."
"1992" 105 ""
"1993" 105 "When he talked, she heard the same voice, and discerned the same mind."
"1994" 105 "There was a very general ignorance of all naval matters throughout the"
"1995" 105 "party; and he was very much questioned, and especially by the two Miss"
"1996" 105 "Musgroves, who seemed hardly to have any eyes but for him, as to the"
"1997" 105 "manner of living on board, daily regulations, food, hours, &c., and"
"1998" 105 "their surprise at his accounts, at learning the degree of accommodation"
"1999" 105 "and arrangement which was practicable, drew from him some pleasant"
"2000" 105 "ridicule, which reminded Anne of the early days when she too had been"
"2001" 105 "ignorant, and she too had been accused of supposing sailors to be"
"2002" 105 "living on board without anything to eat, or any cook to dress it if"
"2003" 105 "there were, or any servant to wait, or any knife and fork to use."
"2004" 105 ""
"2005" 105 "From thus listening and thinking, she was roused by a whisper of Mrs"
"2006" 105 "Musgrove's who, overcome by fond regrets, could not help saying--"
"2007" 105 ""
"2008" 105 "\"Ah! Miss Anne, if it had pleased Heaven to spare my poor son, I dare"
"2009" 105 "say he would have been just such another by this time.\""
"2010" 105 ""
"2011" 105 "Anne suppressed a smile, and listened kindly, while Mrs Musgrove"
"2012" 105 "relieved her heart a little more; and for a few minutes, therefore,"
"2013" 105 "could not keep pace with the conversation of the others."
"2014" 105 ""
"2015" 105 "When she could let her attention take its natural course again, she"
"2016" 105 "found the Miss Musgroves just fetching the Navy List (their own navy"
"2017" 105 "list, the first that had ever been at Uppercross), and sitting down"
"2018" 105 "together to pore over it, with the professed view of finding out the"
"2019" 105 "ships that Captain Wentworth had commanded."
"2020" 105 ""
"2021" 105 "\"Your first was the Asp, I remember; we will look for the Asp.\""
"2022" 105 ""
"2023" 105 "\"You will not find her there.  Quite worn out and broken up.  I was the"
"2024" 105 "last man who commanded her.  Hardly fit for service then.  Reported fit"
"2025" 105 "for home service for a year or two, and so I was sent off to the West"
"2026" 105 "Indies.\""
"2027" 105 ""
"2028" 105 "The girls looked all amazement."
"2029" 105 ""
"2030" 105 "\"The Admiralty,\" he continued, \"entertain themselves now and then, with"
"2031" 105 "sending a few hundred men to sea, in a ship not fit to be employed."
"2032" 105 "But they have a great many to provide for; and among the thousands that"
"2033" 105 "may just as well go to the bottom as not, it is impossible for them to"
"2034" 105 "distinguish the very set who may be least missed.\""
"2035" 105 ""
"2036" 105 "\"Phoo! phoo!\" cried the Admiral, \"what stuff these young fellows talk!"
"2037" 105 "Never was a better sloop than the Asp in her day.  For an old built"
"2038" 105 "sloop, you would not see her equal.  Lucky fellow to get her!  He knows"
"2039" 105 "there must have been twenty better men than himself applying for her at"
"2040" 105 "the same time.  Lucky fellow to get anything so soon, with no more"
"2041" 105 "interest than his.\""
"2042" 105 ""
"2043" 105 "\"I felt my luck, Admiral, I assure you;\" replied Captain Wentworth,"
"2044" 105 "seriously.  \"I was as well satisfied with my appointment as you can"
"2045" 105 "desire.  It was a great object with me at that time to be at sea; a"
"2046" 105 "very great object, I wanted to be doing something.\""
"2047" 105 ""
"2048" 105 "\"To be sure you did.  What should a young fellow like you do ashore for"
"2049" 105 "half a year together?  If a man had not a wife, he soon wants to be"
"2050" 105 "afloat again.\""
"2051" 105 ""
"2052" 105 "\"But, Captain Wentworth,\" cried Louisa, \"how vexed you must have been"
"2053" 105 "when you came to the Asp, to see what an old thing they had given you.\""
"2054" 105 ""
"2055" 105 "\"I knew pretty well what she was before that day;\" said he, smiling."
"2056" 105 "\"I had no more discoveries to make than you would have as to the"
"2057" 105 "fashion and strength of any old pelisse, which you had seen lent about"
"2058" 105 "among half your acquaintance ever since you could remember, and which"
"2059" 105 "at last, on some very wet day, is lent to yourself.  Ah! she was a dear"
"2060" 105 "old Asp to me.  She did all that I wanted.  I knew she would.  I knew"
"2061" 105 "that we should either go to the bottom together, or that she would be"
"2062" 105 "the making of me; and I never had two days of foul weather all the time"
"2063" 105 "I was at sea in her; and after taking privateers enough to be very"
"2064" 105 "entertaining, I had the good luck in my passage home the next autumn,"
"2065" 105 "to fall in with the very French frigate I wanted.  I brought her into"
"2066" 105 "Plymouth; and here another instance of luck.  We had not been six hours"
"2067" 105 "in the Sound, when a gale came on, which lasted four days and nights,"
"2068" 105 "and which would have done for poor old Asp in half the time; our touch"
"2069" 105 "with the Great Nation not having much improved our condition."
"2070" 105 "Four-and-twenty hours later, and I should only have been a gallant"
"2071" 105 "Captain Wentworth, in a small paragraph at one corner of the"
"2072" 105 "newspapers; and being lost in only a sloop, nobody would have thought"
"2073" 105 "about me.\" Anne's shudderings were to herself alone; but the Miss"
"2074" 105 "Musgroves could be as open as they were sincere, in their exclamations"
"2075" 105 "of pity and horror."
"2076" 105 ""
"2077" 105 "\"And so then, I suppose,\" said Mrs Musgrove, in a low voice, as if"
"2078" 105 "thinking aloud, \"so then he went away to the Laconia, and there he met"
"2079" 105 "with our poor boy. Charles, my dear,\" (beckoning him to her), \"do ask"
"2080" 105 "Captain Wentworth where it was he first met with your poor brother.  I"
"2081" 105 "always forgot.\""
"2082" 105 ""
"2083" 105 "\"It was at Gibraltar, mother, I know.  Dick had been left ill at"
"2084" 105 "Gibraltar, with a recommendation from his former captain to Captain"
"2085" 105 "Wentworth.\""
"2086" 105 ""
"2087" 105 "\"Oh! but, Charles, tell Captain Wentworth, he need not be afraid of"
"2088" 105 "mentioning poor Dick before me, for it would be rather a pleasure to"
"2089" 105 "hear him talked of by such a good friend.\""
"2090" 105 ""
"2091" 105 "Charles, being somewhat more mindful of the probabilities of the case,"
"2092" 105 "only nodded in reply, and walked away."
"2093" 105 ""
"2094" 105 "The girls were now hunting for the Laconia; and Captain Wentworth could"
"2095" 105 "not deny himself the pleasure of taking the precious volume into his"
"2096" 105 "own hands to save them the trouble, and once more read aloud the little"
"2097" 105 "statement of her name and rate, and present non-commissioned class,"
"2098" 105 "observing over it that she too had been one of the best friends man"
"2099" 105 "ever had."
"2100" 105 ""
"2101" 105 "\"Ah! those were pleasant days when I had the Laconia!  How fast I made"
"2102" 105 "money in her.  A friend of mine and I had such a lovely cruise together"
"2103" 105 "off the Western Islands.  Poor Harville, sister!  You know how much he"
"2104" 105 "wanted money:  worse than myself.  He had a wife.  Excellent fellow.  I"
"2105" 105 "shall never forget his happiness.  He felt it all, so much for her"
"2106" 105 "sake.  I wished for him again the next summer, when I had still the"
"2107" 105 "same luck in the Mediterranean.\""
"2108" 105 ""
"2109" 105 "\"And I am sure, Sir,\" said Mrs Musgrove, \"it was a lucky day for us,"
"2110" 105 "when you were put captain into that ship.  We shall never forget what"
"2111" 105 "you did.\""
"2112" 105 ""
"2113" 105 "Her feelings made her speak low; and Captain Wentworth, hearing only in"
"2114" 105 "part, and probably not having Dick Musgrove at all near his thoughts,"
"2115" 105 "looked rather in suspense, and as if waiting for more."
"2116" 105 ""
"2117" 105 "\"My brother,\" whispered one of the girls; \"mamma is thinking of poor"
"2118" 105 "Richard.\""
"2119" 105 ""
"2120" 105 "\"Poor dear fellow!\" continued Mrs Musgrove; \"he was grown so steady,"
"2121" 105 "and such an excellent correspondent, while he was under your care!  Ah!"
"2122" 105 "it would have been a happy thing, if he had never left you.  I assure"
"2123" 105 "you, Captain Wentworth, we are very sorry he ever left you.\""
"2124" 105 ""
"2125" 105 "There was a momentary expression in Captain Wentworth's face at this"
"2126" 105 "speech, a certain glance of his bright eye, and curl of his handsome"
"2127" 105 "mouth, which convinced Anne, that instead of sharing in Mrs Musgrove's"
"2128" 105 "kind wishes, as to her son, he had probably been at some pains to get"
"2129" 105 "rid of him; but it was too transient an indulgence of self-amusement to"
"2130" 105 "be detected by any who understood him less than herself; in another"
"2131" 105 "moment he was perfectly collected and serious, and almost instantly"
"2132" 105 "afterwards coming up to the sofa, on which she and Mrs Musgrove were"
"2133" 105 "sitting, took a place by the latter, and entered into conversation with"
"2134" 105 "her, in a low voice, about her son, doing it with so much sympathy and"
"2135" 105 "natural grace, as shewed the kindest consideration for all that was"
"2136" 105 "real and unabsurd in the parent's feelings."
"2137" 105 ""
"2138" 105 "They were actually on the same sofa, for Mrs Musgrove had most readily"
"2139" 105 "made room for him; they were divided only by Mrs Musgrove.  It was no"
"2140" 105 "insignificant barrier, indeed.  Mrs Musgrove was of a comfortable,"
"2141" 105 "substantial size, infinitely more fitted by nature to express good"
"2142" 105 "cheer and good humour, than tenderness and sentiment; and while the"
"2143" 105 "agitations of Anne's slender form, and pensive face, may be considered"
"2144" 105 "as very completely screened, Captain Wentworth should be allowed some"
"2145" 105 "credit for the self-command with which he attended to her large fat"
"2146" 105 "sighings over the destiny of a son, whom alive nobody had cared for."
"2147" 105 ""
"2148" 105 "Personal size and mental sorrow have certainly no necessary"
"2149" 105 "proportions.  A large bulky figure has as good a right to be in deep"
"2150" 105 "affliction, as the most graceful set of limbs in the world.  But, fair"
"2151" 105 "or not fair, there are unbecoming conjunctions, which reason will"
"2152" 105 "patronize in vain--which taste cannot tolerate--which ridicule will"
"2153" 105 "seize."
"2154" 105 ""
"2155" 105 "The Admiral, after taking two or three refreshing turns about the room"
"2156" 105 "with his hands behind him, being called to order by his wife, now came"
"2157" 105 "up to Captain Wentworth, and without any observation of what he might"
"2158" 105 "be interrupting, thinking only of his own thoughts, began with--"
"2159" 105 ""
"2160" 105 "\"If you had been a week later at Lisbon, last spring, Frederick, you"
"2161" 105 "would have been asked to give a passage to Lady Mary Grierson and her"
"2162" 105 "daughters.\""
"2163" 105 ""
"2164" 105 "\"Should I?  I am glad I was not a week later then.\""
"2165" 105 ""
"2166" 105 "The Admiral abused him for his want of gallantry.  He defended himself;"
"2167" 105 "though professing that he would never willingly admit any ladies on"
"2168" 105 "board a ship of his, excepting for a ball, or a visit, which a few"
"2169" 105 "hours might comprehend."
"2170" 105 ""
"2171" 105 "\"But, if I know myself,\" said he, \"this is from no want of gallantry"
"2172" 105 "towards them.  It is rather from feeling how impossible it is, with all"
"2173" 105 "one's efforts, and all one's sacrifices, to make the accommodations on"
"2174" 105 "board such as women ought to have.  There can be no want of gallantry,"
"2175" 105 "Admiral, in rating the claims of women to every personal comfort high,"
"2176" 105 "and this is what I do.  I hate to hear of women on board, or to see"
"2177" 105 "them on board; and no ship under my command shall ever convey a family"
"2178" 105 "of ladies anywhere, if I can help it.\""
"2179" 105 ""
"2180" 105 "This brought his sister upon him."
"2181" 105 ""
"2182" 105 "\"Oh! Frederick!  But I cannot believe it of you.--All idle"
"2183" 105 "refinement!--Women may be as comfortable on board, as in the best house"
"2184" 105 "in England.  I believe I have lived as much on board as most women, and"
"2185" 105 "I know nothing superior to the accommodations of a man-of-war.  I"
"2186" 105 "declare I have not a comfort or an indulgence about me, even at"
"2187" 105 "Kellynch Hall,\" (with a kind bow to Anne), \"beyond what I always had in"
